ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,Price_Model1,DemandScore,Price_Model2,Price_Model3
680,BHMBCCMKT01,577,26.14453614,91.73617216,449,car,2.0,3,0,12-11-2016,15:00:00,2016-11-12 15:00:00,13.890814558058926,1.1890814558058929,13.42554995718207,15.91
681,BHMBCCMKT01,577,26.14453614,91.73617216,442,car,2.0,2,0,12-11-2016,15:27:00,2016-11-12 15:27:00,13.830155979202772,0.9830155979202774,12.783569801597698,14.87
682,BHMBCCMKT01,577,26.14453614,91.73617216,418,car,2.0,2,0,12-11-2016,16:00:00,2016-11-12 16:00:00,13.622183708838822,0.9622183708838822,12.718777859907098,14.83
683,BHMBCCMKT01,577,26.14453614,91.73617216,356,car,2.0,2,0,12-11-2016,16:34:00,2016-11-12 16:34:00,13.084922010398614,0.9084922010398614,12.551398677206379,14.52
684,BHMBCCMKT01,577,26.14453614,91.73617216,23,car,2.0,1,1,13-11-2016,08:00:00,2016-11-13 08:00:00,10.199306759098787,0.7199306759098787,11.963951739211598,13.76
685,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,2.0,2,1,13-11-2016,08:27:00,2016-11-13 08:27:00,10.207972270363951,0.9207972270363952,12.589733909373319,14.6
686,BHMBCCMKT01,577,26.14453614,91.73617216,27,cycle,2.0,2,1,13-11-2016,09:00:00,2016-11-13 09:00:00,10.233968804159446,0.9233968804159446,12.597832902084644,14.68
687,BHMBCCMKT01,577,26.14453614,91.73617216,28,truck,2.0,2,1,13-11-2016,09:34:00,2016-11-13 09:34:00,10.24263431542461,1.044263431542461,12.974382069876519,15.18
688,BHMBCCMKT01,577,26.14453614,91.73617216,32,car,2.0,3,1,13-11-2016,10:00:00,2016-11-13 10:00:00,10.277296360485268,1.127729636048527,13.234413729194797,15.82
689,BHMBCCMKT01,577,26.14453614,91.73617216,46,cycle,2.0,4,1,13-11-2016,10:33:00,2016-11-13 10:33:00,10.398613518197573,1.3398613518197573,13.895291534438925,16.78
690,BHMBCCMKT01,577,26.14453614,91.73617216,69,cycle,2.0,5,1,13-11-2016,11:00:00,2016-11-13 11:00:00,10.59792027729636,1.5597920277296362,14.58046631781703,17.95
691,BHMBCCMKT01,577,26.14453614,91.73617216,95,bike,2.0,6,1,13-11-2016,11:27:00,2016-11-13 11:27:00,10.823223570190642,1.6623223570190644,14.899890590351694,18.66
692,BHMBCCMKT01,577,26.14453614,91.73617216,128,cycle,2.0,9,1,13-11-2016,12:00:00,2016-11-13 12:00:00,11.109185441941074,2.4109185441941072,17.232076531504873,22.11
693,BHMBCCMKT01,577,26.14453614,91.73617216,154,bike,2.0,10,1,13-11-2016,12:27:00,2016-11-13 12:27:00,11.334488734835356,2.5134488734835356,17.551500804039534,22.47
694,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,2.0,9,1,13-11-2016,13:07:00,2016-11-13 13:07:00,11.655112651646448,2.4655112651646447,17.4021553784427,22.39
695,BHMBCCMKT01,577,26.14453614,91.73617216,204,car,2.0,9,1,13-11-2016,13:33:00,2016-11-13 13:33:00,11.767764298093589,2.476776429809359,17.43725101352511,22.51
696,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,2.0,5,1,13-11-2016,14:00:00,2016-11-13 14:00:00,11.906412478336222,1.6906412478336224,14.988115617620394,18.6
697,BHMBCCMKT01,577,26.14453614,91.73617216,233,car,2.0,5,1,13-11-2016,14:27:00,2016-11-13 14:27:00,12.019064124783363,1.7019064124783365,15.023211252702804,18.56
698,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,2.0,4,1,13-11-2016,15:00:00,2016-11-13 15:00:00,11.906412478336222,1.4906412478336222,14.365033111695784,17.47
699,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,2.0,3,1,13-11-2016,15:27:00,2016-11-13 15:27:00,11.776429809358753,1.2776429809358754,13.701455642214546,16.45
700,BHMBCCMKT01,577,26.14453614,91.73617216,170,car,2.0,3,1,13-11-2016,16:00:00,2016-11-13 16:00:00,11.47313691507799,1.2473136915077991,13.606967393915752,16.25
701,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,2.0,3,1,13-11-2016,16:27:00,2016-11-13 16:27:00,11.152512998266898,1.21525129982669,13.507079817142742,16.05
702,BHMBCCMKT01,577,26.14453614,91.73617216,31,truck,2.0,1,0,14-11-2016,08:00:00,2016-11-14 08:00:00,10.268630849220104,0.5468630849220104,11.424774797776314,12.79
703,BHMBCCMKT01,577,26.14453614,91.73617216,36,car,2.0,1,0,14-11-2016,08:33:00,2016-11-14 08:33:00,10.311958405545926,0.43119584055459276,11.064423615407089,12.32
704,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,2.0,1,0,14-11-2016,09:00:00,2016-11-14 09:00:00,10.363951473136915,0.43639514731369156,11.080621600829739,12.41
705,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,2.0,2,0,14-11-2016,09:27:00,2016-11-14 09:27:00,10.528596187175044,0.6528596187175044,11.75499772725941,13.35
706,BHMBCCMKT01,577,26.14453614,91.73617216,85,cycle,2.0,2,0,14-11-2016,10:00:00,2016-11-14 10:00:00,10.736568457538995,0.6736568457538995,11.81978966895001,13.74
707,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,2.0,3,0,14-11-2016,10:27:00,2016-11-14 10:27:00,10.8578856152513,0.88578856152513,12.48066747419414,14.55
708,BHMBCCMKT01,577,26.14453614,91.73617216,129,truck,2.0,3,0,14-11-2016,11:00:00,2016-11-14 11:00:00,11.11785095320624,1.031785095320624,12.935506904862159,15.64
709,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,2.0,6,0,14-11-2016,11:27:00,2016-11-14 11:27:00,11.169844020797226,1.5169844020797227,14.447102904503877,17.59
710,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,2.0,7,0,14-11-2016,12:00:00,2016-11-14 12:00:00,11.369150779896014,1.7369150779896017,15.132277687881981,18.94
711,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,2.0,7,0,14-11-2016,12:27:00,2016-11-14 12:27:00,11.334488734835356,1.7334488734835358,15.12147903093355,18.9
712,BHMBCCMKT01,577,26.14453614,91.73617216,163,bike,2.0,6,0,14-11-2016,13:00:00,2016-11-14 13:00:00,11.412478336221838,1.4212478336221839,14.148843999588145,17.29
713,BHMBCCMKT01,577,26.14453614,91.73617216,152,truck,2.0,6,0,14-11-2016,13:27:00,2016-11-14 13:27:00,11.317157712305026,1.6517157712305028,14.866846700089487,18.49
714,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,2.0,3,0,14-11-2016,14:00:00,2016-11-14 14:00:00,11.239168110918545,0.9239168110918544,12.599452700626909,14.94
715,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,2.0,4,0,14-11-2016,14:33:00,2016-11-14 14:33:00,11.091854419410746,1.1091854419410745,13.176640914520679,15.8
716,BHMBCCMKT01,577,26.14453614,91.73617216,121,truck,2.0,2,0,14-11-2016,15:00:00,2016-11-14 15:00:00,11.048526863084922,0.8248526863084922,12.290827085040679,14.32
717,BHMBCCMKT01,577,26.14453614,91.73617216,113,bike,2.0,2,0,14-11-2016,15:27:00,2016-11-14 15:27:00,10.979202772963605,0.5779202772963605,11.521530764034278,13.17
718,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,2.0,1,0,14-11-2016,16:00:00,2016-11-14 16:00:00,10.892547660311958,0.48925476603119583,11.24530111929335,12.69
719,BHMBCCMKT01,577,26.14453614,91.73617216,89,car,2.0,1,0,14-11-2016,16:27:00,2016-11-14 16:27:00,10.771230502599654,0.4771230502599654,11.207505819973832,12.6
720,BHMBCCMKT01,577,26.14453614,91.73617216,32,car,2.0,1,0,15-11-2016,07:57:00,2016-11-15 07:57:00,10.277296360485268,0.4277296360485269,11.053624958458656,12.28
721,BHMBCCMKT01,577,26.14453614,91.73617216,38,truck,2.0,1,0,15-11-2016,08:30:00,2016-11-15 08:30:00,10.329289428076256,0.5529289428076256,11.443672447436072,12.92
722,BHMBCCMKT01,577,26.14453614,91.73617216,47,cycle,2.0,1,0,15-11-2016,08:57:00,2016-11-15 08:57:00,10.407279029462739,0.44072790294627384,11.094119922015281,12.47
723,BHMBCCMKT01,577,26.14453614,91.73617216,79,car,2.0,2,0,15-11-2016,09:30:00,2016-11-15 09:30:00,10.684575389948007,0.6684575389948006,11.80359168352736,13.69
724,BHMBCCMKT01,577,26.14453614,91.73617216,113,car,2.0,2,0,15-11-2016,09:57:00,2016-11-15 09:57:00,10.979202772963605,0.6979202772963605,11.895380267589045,13.76
725,BHMBCCMKT01,577,26.14453614,91.73617216,171,cycle,2.0,3,0,15-11-2016,10:30:00,2016-11-15 10:30:00,11.481802426343155,0.9481802426343154,12.675043299265942,15.04
726,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,2.0,6,0,15-11-2016,11:03:00,2016-11-15 11:03:00,11.811091854419411,1.5811091854419415,14.646878058049897,17.98
727,BHMBCCMKT01,577,26.14453614,91.73617216,226,car,2.0,5,0,15-11-2016,11:30:00,2016-11-15 11:30:00,11.95840554592721,1.3958405545927213,14.069689844156127,17.03
728,BHMBCCMKT01,577,26.14453614,91.73617216,227,bike,2.0,6,0,15-11-2016,11:57:00,2016-11-15 11:57:00,11.967071057192374,1.4767071057192376,14.321622510763081,17.46
729,BHMBCCMKT01,577,26.14453614,91.73617216,222,car,2.0,7,0,15-11-2016,12:30:00,2016-11-15 12:30:00,11.92374350086655,1.7923743500866554,15.305056199056917,19.13
730,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,2.0,7,0,15-11-2016,12:57:00,2016-11-15 12:57:00,11.993067590987868,1.799306759098787,15.326653512953785,19.32
731,BHMBCCMKT01,577,26.14453614,91.73617216,233,car,2.0,4,0,15-11-2016,13:30:00,2016-11-15 13:30:00,12.019064124783363,1.2019064124783365,13.465504987891274,16.51
732,BHMBCCMKT01,577,26.14453614,91.73617216,248,car,2.0,4,0,15-11-2016,14:03:00,2016-11-15 14:03:00,12.149046793760832,1.2149046793760832,13.5059999514479,16.23
733,BHMBCCMKT01,577,26.14453614,91.73617216,216,bike,2.0,3,0,15-11-2016,14:30:00,2016-11-15 14:30:00,11.871750433275563,0.8671750433275565,12.422678686381053,14.64
734,BHMBCCMKT01,577,26.14453614,91.73617216,170,car,2.0,2,0,15-11-2016,15:03:00,2016-11-15 15:03:00,11.47313691507799,0.7473136915077989,12.049261129104222,13.98
735,BHMBCCMKT01,577,26.14453614,91.73617216,158,bike,2.0,3,0,15-11-2016,15:30:00,2016-11-15 15:30:00,11.369150779896014,0.8169150779896015,12.266098160628767,14.13
736,BHMBCCMKT01,577,26.14453614,91.73617216,136,bike,2.0,2,0,15-11-2016,15:57:00,2016-11-15 15:57:00,11.178509532062392,0.5978509532062392,11.58362304148777,13.2
737,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,2.0,2,0,15-11-2016,16:30:00,2016-11-15 16:30:00,10.98786828422877,0.698786828422877,11.898079931826153,13.59
738,BHMBCCMKT01,577,26.14453614,91.73617216,38,car,2.0,2,0,16-11-2016,08:00:00,2016-11-16 08:00:00,10.329289428076256,0.6329289428076257,11.692905449805917,13.21
739,BHMBCCMKT01,577,26.14453614,91.73617216,40,car,2.0,2,0,16-11-2016,08:27:00,2016-11-16 08:27:00,10.346620450606586,0.6346620450606586,11.698304778280134,13.15
740,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,2.0,1,0,16-11-2016,09:00:00,2016-11-16 09:00:00,10.467937608318891,0.4467937608318891,11.113017571675039,12.53
741,BHMBCCMKT01,577,26.14453614,91.73617216,64,bike,2.0,1,0,16-11-2016,09:27:00,2016-11-16 09:27:00,10.554592720970538,0.3354592720970537,10.766164710491356,12.1
742,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,2.0,2,0,16-11-2016,10:00:00,2016-11-16 10:00:00,10.8578856152513,0.68578856152513,11.857584968269528,13.86
743,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,2.0,3,0,16-11-2016,10:33:00,2016-11-16 10:33:00,11.11785095320624,0.911785095320624,12.561657401307391,14.89
744,BHMBCCMKT01,577,26.14453614,91.73617216,149,truck,2.0,4,0,16-11-2016,11:00:00,2016-11-16 11:00:00,11.291161178509531,1.2491161178509533,13.612582695528939,16.63
745,BHMBCCMKT01,577,26.14453614,91.73617216,163,bike,2.0,4,0,16-11-2016,11:27:00,2016-11-16 11:27:00,11.412478336221838,1.0212478336221837,12.90267898773892,15.51
746,BHMBCCMKT01,577,26.14453614,91.73617216,174,bike,2.0,5,0,16-11-2016,12:00:00,2016-11-16 12:00:00,11.507798960138649,1.230779896013865,13.555457800271725,16.64
747,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,2.0,7,0,16-11-2016,12:27:00,2016-11-16 12:27:00,11.490467937608319,1.749046793760832,15.1700729872015,19.11
748,BHMBCCMKT01,577,26.14453614,91.73617216,176,car,2.0,6,0,16-11-2016,13:00:00,2016-11-16 13:00:00,11.525129982668977,1.5525129982668981,14.55778913822532,18.07
749,BHMBCCMKT01,577,26.14453614,91.73617216,187,car,2.0,6,0,16-11-2016,13:27:00,2016-11-16 13:27:00,11.620450606585788,1.562045060658579,14.587485444833513,18.19
750,BHMBCCMKT01,577,26.14453614,91.73617216,182,bike,2.0,3,0,16-11-2016,14:00:00,2016-11-16 14:00:00,11.577123050259965,0.8377123050259967,12.330890102319367,14.58
751,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,2.0,4,0,16-11-2016,14:27:00,2016-11-16 14:27:00,11.568457538994801,1.1568457538994803,13.32512244756164,16.03
752,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,2.0,2,0,16-11-2016,15:00:00,2016-11-16 15:00:00,11.377816291161178,0.7377816291161179,12.01956482249603,14.0
753,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,2.0,2,0,16-11-2016,15:33:00,2016-11-16 15:33:00,11.256499133448873,0.7256499133448873,11.981769523176514,13.77
754,BHMBCCMKT01,577,26.14453614,91.73617216,140,car,2.0,1,0,16-11-2016,16:00:00,2016-11-16 16:00:00,11.21317157712305,0.521317157712305,11.345188696066359,12.84
755,BHMBCCMKT01,577,26.14453614,91.73617216,125,cycle,2.0,2,0,16-11-2016,16:33:00,2016-11-16 16:33:00,11.08318890814558,0.7083188908145581,11.927776238434346,13.69
756,BHMBCCMKT01,577,26.14453614,91.73617216,34,bike,2.0,1,0,17-11-2016,08:04:00,2016-11-17 08:04:00,10.294627383015598,0.3094627383015598,10.685174783378105,11.82
757,BHMBCCMKT01,577,26.14453614,91.73617216,38,car,2.0,2,0,17-11-2016,08:31:00,2016-11-17 08:31:00,10.329289428076256,0.6329289428076257,11.692905449805917,13.3
758,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,2.0,1,0,17-11-2016,09:03:00,2016-11-17 09:03:00,10.441941074523397,0.4441941074523397,11.104918578963714,12.55
759,BHMBCCMKT01,577,26.14453614,91.73617216,69,car,2.0,2,0,17-11-2016,09:31:00,2016-11-17 09:31:00,10.59792027729636,0.6597920277296361,11.776595041156277,13.52
760,BHMBCCMKT01,577,26.14453614,91.73617216,108,car,2.0,2,0,17-11-2016,09:57:00,2016-11-17 09:57:00,10.93587521663778,0.6935875216637781,11.881881946403503,13.72
761,BHMBCCMKT01,577,26.14453614,91.73617216,146,truck,2.0,3,0,17-11-2016,10:31:00,2016-11-17 10:31:00,11.265164644714037,1.046516464471404,12.981401196893001,15.48
762,BHMBCCMKT01,577,26.14453614,91.73617216,182,car,2.0,7,0,17-11-2016,11:04:00,2016-11-17 11:04:00,11.577123050259965,1.7577123050259966,15.197069629572582,18.77
763,BHMBCCMKT01,577,26.14453614,91.73617216,186,truck,2.0,4,0,17-11-2016,11:31:00,2016-11-17 11:31:00,11.611785095320624,1.2811785095320625,13.712470272301948,16.62
764,BHMBCCMKT01,577,26.14453614,91.73617216,209,bike,2.0,7,0,17-11-2016,12:04:00,2016-11-17 12:04:00,11.811091854419411,1.6611091854419413,14.896111060419742,18.66
765,BHMBCCMKT01,577,26.14453614,91.73617216,210,truck,2.0,7,0,17-11-2016,12:31:00,2016-11-17 12:31:00,11.819757365684575,1.9019757365684578,15.646509731766384,19.71
766,BHMBCCMKT01,577,26.14453614,91.73617216,214,car,2.0,6,0,17-11-2016,13:04:00,2016-11-17 13:04:00,11.854419410745233,1.5854419410745235,14.660376379235439,18.24
767,BHMBCCMKT01,577,26.14453614,91.73617216,212,car,2.0,7,0,17-11-2016,13:31:00,2016-11-17 13:31:00,11.837088388214905,1.7837088388214908,15.278059556685834,19.15
768,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,2.0,3,0,17-11-2016,14:04:00,2016-11-17 14:04:00,11.672443674176776,0.8472443674176777,12.36058640892756,14.71
769,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,2.0,4,0,17-11-2016,14:30:00,2016-11-17 14:30:00,11.516464471403813,1.1516464471403816,13.30892446213899,15.93
770,BHMBCCMKT01,577,26.14453614,91.73617216,150,car,2.0,4,0,17-11-2016,14:58:00,2016-11-17 14:58:00,11.299826689774697,1.12998266897747,13.24143285621128,15.86
771,BHMBCCMKT01,577,26.14453614,91.73617216,136,car,2.0,2,0,17-11-2016,15:30:00,2016-11-17 15:30:00,11.178509532062392,0.7178509532062392,11.957472545042538,13.8
772,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,2.0,2,0,17-11-2016,15:58:00,2016-11-17 15:58:00,11.126516464471404,0.7126516464471404,11.941274559619888,13.86
773,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,2.0,2,0,17-11-2016,16:31:00,2016-11-17 16:31:00,10.98786828422877,0.698786828422877,11.898079931826153,13.64
774,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,2.0,1,0,18-11-2016,08:01:00,2016-11-18 08:01:00,10.303292894280762,0.43032928942807624,11.06172395116998,12.29
775,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,2.0,1,0,18-11-2016,08:01:00,2016-11-18 08:01:00,10.303292894280762,0.43032928942807624,11.06172395116998,12.29
776,BHMBCCMKT01,577,26.14453614,91.73617216,37,bike,2.0,1,0,18-11-2016,08:27:00,2016-11-18 08:27:00,10.320623916811092,0.31206239168110916,10.69327377608943,11.81
777,BHMBCCMKT01,577,26.14453614,91.73617216,73,truck,2.0,2,0,18-11-2016,09:27:00,2016-11-18 09:27:00,10.632582322357019,0.783258232235702,12.161243201659477,14.06
778,BHMBCCMKT01,577,26.14453614,91.73617216,117,car,2.0,2,0,18-11-2016,10:01:00,2016-11-18 10:01:00,11.013864818024263,0.7013864818024265,11.906178924537478,13.82
779,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,2.0,4,0,18-11-2016,10:27:00,2016-11-18 10:27:00,11.36048526863085,1.016048526863085,12.88648100231627,15.18
780,BHMBCCMKT01,577,26.14453614,91.73617216,194,car,2.0,5,0,18-11-2016,11:01:00,2016-11-18 11:01:00,11.68110918544194,1.3681109185441942,13.983300588568659,17.06
781,BHMBCCMKT01,577,26.14453614,91.73617216,197,car,2.0,4,0,18-11-2016,11:34:00,2016-11-18 11:34:00,11.707105719237434,1.1707105719237436,13.368317075355373,16.07
782,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,2.0,7,0,18-11-2016,12:01:00,2016-11-18 12:01:00,11.776429809358753,1.7776429809358754,15.259161907026076,19.18
783,BHMBCCMKT01,577,26.14453614,91.73617216,193,car,2.0,7,0,18-11-2016,12:27:00,2016-11-18 12:27:00,11.672443674176776,1.7672443674176779,15.226765936180776,19.15
784,BHMBCCMKT01,577,26.14453614,91.73617216,201,bike,2.0,7,0,18-11-2016,13:01:00,2016-11-18 13:01:00,11.741767764298093,1.6541767764298096,14.874513746522876,18.49
785,BHMBCCMKT01,577,26.14453614,91.73617216,217,truck,2.0,7,0,18-11-2016,13:34:00,2016-11-18 13:34:00,11.880415944540728,1.908041594454073,15.665407381426142,19.71
786,BHMBCCMKT01,577,26.14453614,91.73617216,213,car,2.0,4,0,18-11-2016,14:01:00,2016-11-18 14:01:00,11.84575389948007,1.184575389948007,13.411511703149106,16.04
787,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,2.0,5,0,18-11-2016,14:28:00,2016-11-18 14:28:00,11.69844020797227,1.3698440207972271,13.988699917042876,16.87
788,BHMBCCMKT01,577,26.14453614,91.73617216,168,car,2.0,2,0,18-11-2016,15:01:00,2016-11-18 15:01:00,11.45580589254766,0.745580589254766,12.043861800630005,14.08
789,BHMBCCMKT01,577,26.14453614,91.73617216,164,truck,2.0,1,0,18-11-2016,15:28:00,2016-11-18 15:28:00,11.421143847487002,0.6621143847487001,11.783830141311727,13.55
790,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,2.0,2,0,18-11-2016,16:01:00,2016-11-18 16:01:00,11.334488734835356,0.7334488734835356,12.006066501310489,13.8
791,BHMBCCMKT01,577,26.14453614,91.73617216,140,truck,2.0,2,0,18-11-2016,16:28:00,2016-11-18 16:28:00,11.21317157712305,0.8413171577123051,12.342120705545739,14.3
792,BHMBCCMKT01,577,26.14453614,91.73617216,29,car,2.0,1,0,19-11-2016,07:57:00,2016-11-19 07:57:00,10.251299826689774,0.4251299826689775,11.04552596574733,12.17
793,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,2.0,1,0,19-11-2016,08:31:00,2016-11-19 08:31:00,10.294627383015598,0.4294627383015598,11.059024286932871,12.26
794,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,2.0,1,0,19-11-2016,08:57:00,2016-11-19 08:57:00,10.441941074523397,0.4441941074523397,11.104918578963714,12.28
795,BHMBCCMKT01,577,26.14453614,91.73617216,102,truck,2.0,2,0,19-11-2016,09:31:00,2016-11-19 09:31:00,10.883882149046794,0.8083882149046795,12.23953346453562,13.95
796,BHMBCCMKT01,577,26.14453614,91.73617216,152,car,2.0,3,0,19-11-2016,10:04:00,2016-11-19 10:04:00,11.317157712305026,0.9317157712305028,12.623749678760884,14.65
797,BHMBCCMKT01,577,26.14453614,91.73617216,196,cycle,2.0,4,0,19-11-2016,10:31:00,2016-11-19 10:31:00,11.69844020797227,1.169844020797227,13.365617411118263,15.87
798,BHMBCCMKT01,577,26.14453614,91.73617216,235,bike,2.0,5,0,19-11-2016,10:58:00,2016-11-19 10:58:00,12.03639514731369,1.2836395147313693,13.720137318735336,16.42
799,BHMBCCMKT01,577,26.14453614,91.73617216,269,cycle,2.0,7,0,19-11-2016,11:31:00,2016-11-19 11:31:00,12.331022530329289,1.833102253032929,15.43194041820101,18.91
800,BHMBCCMKT01,577,26.14453614,91.73617216,293,bike,2.0,8,0,19-11-2016,12:04:00,2016-11-19 12:04:00,12.538994800693242,1.9338994800693243,15.745965362261458,19.72
801,BHMBCCMKT01,577,26.14453614,91.73617216,340,cycle,2.0,8,0,19-11-2016,12:31:00,2016-11-19 12:31:00,12.94627383015598,2.094627383015598,16.24669908496032,20.41
802,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,2.0,7,0,19-11-2016,13:04:00,2016-11-19 13:04:00,13.466204506065857,1.946620450606586,15.785596433262208,19.64
803,BHMBCCMKT01,577,26.14453614,91.73617216,429,bike,2.0,7,0,19-11-2016,13:31:00,2016-11-19 13:31:00,13.717504332755633,1.8517504332755634,15.490037192583584,19.33
804,BHMBCCMKT01,577,26.14453614,91.73617216,492,car,2.0,6,0,19-11-2016,14:04:00,2016-11-19 14:04:00,14.263431542461007,1.8263431542461008,15.410883037151565,18.85
805,BHMBCCMKT01,577,26.14453614,91.73617216,473,car,2.0,4,0,19-11-2016,14:31:00,2016-11-19 14:31:00,14.098786828422877,1.409878682842288,14.113424404797284,17.03
806,BHMBCCMKT01,577,26.14453614,91.73617216,482,truck,2.0,3,0,19-11-2016,15:04:00,2016-11-19 15:04:00,14.176776429809358,1.337677642980936,13.888488380561412,16.53
807,BHMBCCMKT01,577,26.14453614,91.73617216,489,car,2.0,2,0,19-11-2016,15:31:00,2016-11-19 15:31:00,14.23743500866551,1.023743500866551,12.910454020741792,15.16
808,BHMBCCMKT01,577,26.14453614,91.73617216,452,cycle,2.0,3,0,19-11-2016,16:04:00,2016-11-19 16:04:00,13.91681109185442,1.191681109185442,13.433648949893396,15.86
809,BHMBCCMKT01,577,26.14453614,91.73617216,431,car,2.0,2,0,19-11-2016,16:31:00,2016-11-19 16:31:00,13.734835355285963,0.9734835355285963,12.753873494989508,14.89
810,BHMBCCMKT01,577,26.14453614,91.73617216,20,car,2.0,1,1,20-11-2016,08:01:00,2016-11-20 08:01:00,10.173310225303293,0.7173310225303293,11.955852746500273,13.72
811,BHMBCCMKT01,577,26.14453614,91.73617216,22,truck,2.0,1,1,20-11-2016,08:27:00,2016-11-20 08:27:00,10.190641247833621,0.8390641247833622,12.335101578529256,14.33
812,BHMBCCMKT01,577,26.14453614,91.73617216,21,car,2.0,3,1,20-11-2016,09:01:00,2016-11-20 09:01:00,10.181975736568457,1.118197573656846,13.204717422586604,15.58
813,BHMBCCMKT01,577,26.14453614,91.73617216,24,bike,2.0,2,1,20-11-2016,09:27:00,2016-11-20 09:27:00,10.207972270363951,0.8007972270363952,12.215884405818551,14.21
814,BHMBCCMKT01,577,26.14453614,91.73617216,28,car,2.0,3,1,20-11-2016,10:01:00,2016-11-20 10:01:00,10.24263431542461,1.1242634315424611,13.223615072246364,15.67
815,BHMBCCMKT01,577,26.14453614,91.73617216,44,car,2.0,2,1,20-11-2016,10:27:00,2016-11-20 10:27:00,10.381282495667245,0.9381282495667245,12.643727194115485,14.96
816,BHMBCCMKT01,577,26.14453614,91.73617216,95,cycle,2.0,6,1,20-11-2016,11:01:00,2016-11-20 11:01:00,10.823223570190642,1.7823223570190643,15.273740093906461,19.09
817,BHMBCCMKT01,577,26.14453614,91.73617216,128,car,2.0,8,1,20-11-2016,11:27:00,2016-11-20 11:27:00,11.109185441941074,2.2109185441941075,16.608994025580262,21.11
818,BHMBCCMKT01,577,26.14453614,91.73617216,163,cycle,2.0,7,1,20-11-2016,12:01:00,2016-11-20 12:01:00,11.412478336221838,2.041247833622184,16.080399767954443,20.7
819,BHMBCCMKT01,577,26.14453614,91.73617216,194,truck,2.0,10,1,20-11-2016,12:34:00,2016-11-20 12:34:00,11.68110918544194,2.788110918544194,18.407186380633405,24.03
820,BHMBCCMKT01,577,26.14453614,91.73617216,246,car,2.0,9,1,20-11-2016,13:07:00,2016-11-20 13:07:00,12.131715771230503,2.5131715771230505,17.55063691148366,22.71
821,BHMBCCMKT01,577,26.14453614,91.73617216,268,truck,2.0,10,1,20-11-2016,13:27:00,2016-11-20 13:27:00,12.322357019064125,2.852235701906412,18.606961534179423,24.14
822,BHMBCCMKT01,577,26.14453614,91.73617216,307,car,2.0,6,1,20-11-2016,14:01:00,2016-11-20 14:01:00,12.660311958405545,1.966031195840555,15.846068912173436,19.87
823,BHMBCCMKT01,577,26.14453614,91.73617216,309,car,2.0,5,1,20-11-2016,14:27:00,2016-11-20 14:27:00,12.677642980935875,1.7677642980935877,15.228385734723041,18.95
824,BHMBCCMKT01,577,26.14453614,91.73617216,290,cycle,2.0,3,1,20-11-2016,15:01:00,2016-11-20 15:01:00,12.512998266897746,1.3512998266897749,13.930927102368758,16.85
825,BHMBCCMKT01,577,26.14453614,91.73617216,276,cycle,2.0,4,1,20-11-2016,15:27:00,2016-11-20 15:27:00,12.391681109185441,1.5391681109185442,14.51621430897385,17.74
826,BHMBCCMKT01,577,26.14453614,91.73617216,231,truck,2.0,3,1,20-11-2016,16:01:00,2016-11-20 16:01:00,12.001733102253032,1.4201733102253034,14.14549641593413,17.16
